date,away_team,home_team,away_runs,home_runs,season
2018-03-29,COL,ARI,2,8,2018
2018-03-29,NYA,TOR,6,1,2018
2018-03-29,HOU,TEX,4,1,2018
2018-03-29,BOS,TBA,4,6,2018
2018-03-29,CLE,SEA,1,2,2018
2018-03-29,CHA,KCA,14,7,2018
2018-03-29,ANA,OAK,5,6,2018
2018-03-29,MIL,SDN,2,1,2018
2018-03-29,SLN,NYN,4,9,2018
2018-03-29,CHN,MIA,8,4,2018
2018-03-29,SFN,LAN,1,0,2018
2018-03-29,PHI,ATL,5,8,2018
2018-03-29,MIN,BAL,2,3,2018
2018-03-30,ANA,OAK,2,1,2018
2018-03-30,NYA,TOR,4,2,2018
2018-03-30,HOU,TEX,1,5,2018
2018-03-30,BOS,TBA,1,0,2018
2018-03-30,PIT,DET,13,10,2018
2018-03-30,PHI,ATL,5,4,2018
2018-03-30,CHN,MIA,1,2,2018
2018-03-30,SFN,LAN,1,0,2018
2018-03-30,WAS,CIN,2,0,2018
2018-03-30,COL,ARI,8,9,2018
2018-03-30,MIL,SDN,8,6,2018
2018-03-31,CHA,KCA,4,3,2018
2018-03-31,NYA,TOR,3,5,2018
2018-03-31,HOU,TEX,9,3,2018
2018-03-31,BOS,TBA,3,2,2018
2018-03-31,CLE,SEA,6,5,2018
2018-03-31,MIN,BAL,6,2,2018
2018-03-31,ANA,OAK,8,3,2018
2018-03-31,SLN,NYN,2,6,2018
2018-03-31,CHN,MIA,10,6,2018
2018-03-31,MIL,SDN,7,3,2018
2018-03-31,SFN,LAN,0,5,2018
2018-03-31,WAS,CIN,13,7,2018
2018-03-31,PHI,ATL,2,15,2018
2018-03-31,COL,ARI,2,1,2018
2018-04-01,HOU,TEX,8,2,2018
2018-04-01,BOS,TBA,2,1,2018
2018-04-01,CLE,SEA,4,5,2018
2018-04-01,ANA,OAK,7,4,2018
2018-04-01,PIT,DET,8,6,2018
2018-04-01,NYA,TOR,4,7,2018
2018-04-01,MIN,BAL,7,0,2018
2018-04-01,SLN,NYN,5,1,2018
2018-04-01,CHN,MIA,0,6,2018
2018-04-01,SFN,LAN,0,9,2018
2018-04-01,WAS,CIN,6,5,2018
2018-04-01,PIT,DET,1,0,2018
2018-04-02,CHA,TOR,2,4,2018
2018-04-02,TEX,OAK,1,3,2018
2018-04-02,BAL,HOU,1,6,2018
2018-04-02,KCA,DET,1,6,2018
2018-04-02,CLE,ANA,6,0,2018
2018-04-02,COL,SDN,7,4,2018
2018-04-02,MIN,PIT,4,5,2018
2018-04-02,BOS,MIA,7,3,2018
2018-04-02,CHN,CIN,0,1,2018
2018-04-02,WAS,ATL,8,1,2018
2018-04-02,LAN,ARI,7,8,2018
2018-04-02,SLN,MIL,8,4,2018
2018-04-03,CLE,ANA,2,13,2018
2018-04-03,CHA,TOR,5,14,2018
2018-04-03,TEX,OAK,4,1,2018
2018-04-03,TBA,NYA,4,11,2018
2018-04-03,BAL,HOU,6,10,2018
2018-04-03,SEA,SFN,6,4,2018
2018-04-03,KCA,DET,1,0,2018
2018-04-03,PHI,NYN,0,2,2018
2018-04-03,COL,SDN,4,8,2018
2018-04-03,SLN,MIL,4,5,2018
2018-04-03,BOS,MIA,4,2,2018
2018-04-03,WAS,ATL,6,13,2018
2018-04-03,LAN,ARI,1,6,2018
2018-04-04,CHA,TOR,4,3,2018
2018-04-04,TEX,OAK,2,6,2018
2018-04-04,BAL,HOU,2,3,2018
2018-04-04,CLE,ANA,2,3,2018
2018-04-04,SEA,SFN,1,10,2018
2018-04-04,TBA,NYA,2,7,2018
2018-04-04,MIN,PIT,7,3,2018
2018-04-04,PHI,NYN,2,4,2018
2018-04-04,SLN,MIL,6,0,2018
2018-04-04,WAS,ATL,1,7,2018
2018-04-04,LAN,ARI,0,3,2018
2018-04-04,COL,SDN,5,2,2018
2018-04-05,TEX,OAK,6,3,2018
2018-04-05,BAL,NYA,5,2,2018
2018-04-05,SEA,MIN,2,4,2018
2018-04-05,DET,CHA,9,7,2018
2018-04-05,TBA,BOS,2,3,2018
2018-04-05,COL,SDN,3,1,2018
2018-04-05,ARI,SLN,3,1,2018
2018-04-05,CIN,PIT,2,5,2018
2018-04-05,MIA,PHI,0,5,2018
2018-04-05,CHN,MIL,8,0,2018
2018-04-05,NYN,WAS,8,2,2018
2018-04-06,SDN,HOU,4,1,2018
2018-04-06,TOR,TEX,8,5,2018
2018-04-06,KCA,CLE,2,3,2018
2018-04-06,BAL,NYA,7,3,2018
2018-04-06,CIN,PIT,3,14,2018
2018-04-06,CHN,MIL,4,5,2018
2018-04-06,ATL,COL,8,3,2018
2018-04-06,OAK,ANA,9,13,2018
2018-04-07,TOR,TEX,1,5,2018
2018-04-07,BAL,NYA,3,8,2018
2018-04-07,SEA,MIN,11,4,2018
2018-04-07,SDN,HOU,0,1,2018
2018-04-07,KCA,CLE,1,0,2018
2018-04-07,DET,CHA,6,1,2018
2018-04-07,OAK,ANA,7,3,2018
2018-04-07,TBA,BOS,3,10,2018
2018-04-07,ARI,SLN,3,5,2018
2018-04-07,LAN,SFN,5,7,2018
2018-04-07,CIN,PIT,7,4,2018
2018-04-07,MIA,PHI,1,20,2018
2018-04-07,CHN,MIL,5,2,2018
2018-04-07,ATL,COL,2,3,2018
2018-04-07,NYN,WAS,3,2,2018
2018-04-08,TBA,BOS,7,8,2018
2018-04-08,TOR,TEX,7,4,2018
2018-04-08,BAL,NYA,8,7,2018
2018-04-08,SDN,HOU,1,4,2018
2018-04-08,KCA,CLE,1,3,2018
2018-04-08,DET,CHA,1,0,2018
2018-04-08,OAK,ANA,1,6,2018
2018-04-08,ATL,COL,4,0,2018
2018-04-08,ARI,SLN,4,1,2018
2018-04-08,LAN,SFN,2,1,2018
2018-04-08,CIN,PIT,0,5,2018
2018-04-08,MIA,PHI,6,3,2018
2018-04-08,CHN,MIL,3,0,2018
2018-04-08,NYN,WAS,6,5,2018
2018-04-09,TBA,CHA,5,4,2018
2018-04-09,ANA,TEX,8,3,2018
2018-04-09,HOU,MIN,2,0,2018
2018-04-09,SEA,KCA,0,10,2018
2018-04-09,DET,CLE,0,2,2018
2018-04-09,TOR,BAL,7,1,2018
2018-04-09,CIN,PHI,5,6,2018
2018-04-09,MIL,SLN,5,4,2018
2018-04-09,ARI,SFN,2,1,2018
2018-04-09,ATL,WAS,0,2,2018
2018-04-09,NYN,MIA,4,2,2018
2018-04-09,SDN,COL,7,6,2018
2018-04-10,ANA,TEX,11,1,2018
2018-04-10,HOU,MIN,1,4,2018
2018-04-10,SEA,KCA,8,3,2018
2018-04-10,DET,CLE,1,2,2018
2018-04-10,TBA,CHA,6,5,2018
2018-04-10,NYA,BOS,1,14,2018
2018-04-10,ATL,WAS,1,4,2018
2018-04-10,TOR,BAL,2,1,2018
2018-04-10,ARI,SFN,4,5,2018
2018-04-10,CIN,PHI,1,6,2018
2018-04-10,NYN,MIA,8,6,2018
2018-04-10,OAK,LAN,0,4,2018
2018-04-10,SDN,COL,5,2,2018
2018-04-10,PIT,CHN,8,5,2018
2018-04-10,MIL,SLN,3,5,2018
2018-04-11,TOR,BAL,3,5,2018
2018-04-11,ANA,TEX,7,2,2018
2018-04-11,HOU,MIN,8,9,2018
2018-04-11,SEA,KCA,4,2,2018
2018-04-11,DET,CLE,1,5,2018
2018-04-11,NYA,BOS,10,7,2018
2018-04-11,ATL,WAS,5,3,2018
2018-04-11,TBA,CHA,1,2,2018
2018-04-11,ARI,SFN,7,3,2018
2018-04-11,CIN,PHI,3,4,2018
2018-04-11,MIL,SLN,3,2,2018
2018-04-11,NYN,MIA,4,1,2018
2018-04-11,OAK,LAN,16,6,2018
2018-04-11,SDN,COL,4,6,2018
2018-04-11,PIT,CHN,5,13,2018
2018-04-12,CHA,MIN,0,4,2018
2018-04-12,ANA,KCA,7,1,2018
2018-04-12,DET,CLE,3,9,2018
2018-04-12,NYA,BOS,3,6,2018
2018-04-12,COL,WAS,5,1,2018
2018-04-12,SFN,SDN,7,0,2018
2018-04-12,SLN,CIN,13,4,2018
2018-04-12,PIT,CHN,6,1,2018
2018-04-13,OAK,SEA,4,7,2018
2018-04-13,PHI,TBA,2,1,2018
2018-04-13,ANA,KCA,5,4,2018
2018-04-13,TEX,HOU,2,3,2018
2018-04-13,NYA,DET,8,6,2018
2018-04-13,TOR,CLE,8,4,2018
2018-04-13,BAL,BOS,3,7,2018
2018-04-13,SLN,CIN,5,3,2018
2018-04-13,SFN,SDN,1,5,2018
2018-04-13,MIL,NYN,5,6,2018
2018-04-13,PIT,MIA,2,7,2018
2018-04-13,ARI,LAN,8,7,2018
2018-04-13,ATL,CHN,4,0,2018
2018-04-13,COL,WAS,2,1,2018
2018-04-14,BAL,BOS,3,10,2018
2018-04-14,OAK,SEA,8,10,2018
2018-04-14,PHI,TBA,9,4,2018
2018-04-14,TEX,HOU,6,5,2018
2018-04-14,COL,WAS,2,6,2018
2018-04-14,ANA,KCA,5,3,2018
2018-04-14,MIL,NYN,5,1,2018
2018-04-14,PIT,MIA,1,0,2018
2018-04-14,ARI,LAN,9,1,2018
2018-04-14,SLN,CIN,6,1,2018
2018-04-14,ATL,CHN,10,14,2018
2018-04-14,SFN,SDN,4,5,2018
2018-04-15,OAK,SEA,2,1,2018
2018-04-15,TEX,HOU,3,1,2018
2018-04-15,BAL,BOS,1,3,2018
2018-04-15,COL,WAS,6,5,2018
2018-04-15,PHI,TBA,10,4,2018
2018-04-15,MIL,NYN,2,3,2018
2018-04-15,PIT,MIA,7,3,2018
2018-04-15,ARI,LAN,2,7,2018
2018-04-15,SLN,CIN,3,2,2018
2018-04-15,SFN,SDN,1,10,2018
2018-04-16,TEX,TBA,4,8,2018
2018-04-16,HOU,SEA,1,2,2018
2018-04-16,CHA,OAK,1,8,2018
2018-04-16,LAN,SDN,10,3,2018
2018-04-16,MIA,NYA,1,12,2018
2018-04-16,WAS,NYN,8,6,2018
2018-04-16,CIN,MIL,10,4,2018
2018-04-16,PHI,ATL,1,2,2018
2018-04-16,COL,PIT,6,2,2018
2018-04-17,KCA,TOR,4,5,2018
2018-04-17,KCA,TOR,3,11,2018
2018-04-17,TEX,TBA,7,2,2018
2018-04-17,HOU,SEA,4,1,2018
2018-04-17,CHA,OAK,2,10,2018
2018-04-17,MIA,NYA,9,1,2018
2018-04-17,BAL,DET,2,4,2018
2018-04-17,CLE,MIN,6,1,2018
2018-04-17,LAN,SDN,7,3,2018
2018-04-17,COL,PIT,2,0,2018
2018-04-17,WAS,NYN,5,2,2018
2018-04-17,CIN,MIL,0,2,2018
2018-04-17,SLN,CHN,5,3,2018
2018-04-17,PHI,ATL,5,1,2018
2018-04-17,SFN,ARI,0,1,2018
2018-04-17,BOS,ANA,10,1,2018
2018-04-18,KCA,TOR,5,15,2018
2018-04-18,TEX,TBA,2,4,2018
2018-04-18,CHA,OAK,11,12,2018
2018-04-18,CLE,MIN,1,2,2018
2018-04-18,BAL,DET,5,6,2018
2018-04-18,BOS,ANA,9,0,2018
2018-04-18,HOU,SEA,7,1,2018
2018-04-18,COL,PIT,2,10,2018
2018-04-18,WAS,NYN,5,11,2018
2018-04-18,CIN,MIL,0,2,2018
2018-04-18,PHI,ATL,3,7,2018
2018-04-18,SFN,ARI,4,3,2018
2018-04-18,LAN,SDN,13,4,2018
2018-04-19,HOU,SEA,9,2,2018
2018-04-19,TOR,NYA,3,4,2018
2018-04-19,BAL,DET,8,13,2018
2018-04-19,BOS,ANA,8,2,2018
2018-04-19,PIT,PHI,0,7,2018
2018-04-19,SLN,CHN,5,8,2018
2018-04-19,NYN,ATL,4,12,2018
2018-04-19,SFN,ARI,1,3,2018
2018-04-19,MIA,MIL,3,12,2018
2018-04-20,HOU,CHA,10,0,2018
2018-04-20,SEA,TEX,6,2,2018
2018-04-20,MIN,TBA,7,8,2018
2018-04-20,BOS,OAK,7,3,2018
2018-04-20,TOR,NYA,8,5,2018
2018-04-20,KCA,DET,3,2,2018
2018-04-20,CLE,BAL,1,3,2018
2018-04-20,KCA,DET,2,3,2018
2018-04-20,CIN,SLN,2,4,2018
2018-04-20,PIT,PHI,1,2,2018
2018-04-20,SFN,ANA,8,1,2018
2018-04-20,MIA,MIL,0,8,2018
2018-04-20,WAS,LAN,5,2,2018
2018-04-20,CHN,COL,16,5,2018
2018-04-20,NYN,ATL,5,3,2018
2018-04-20,SDN,ARI,4,1,2018
2018-04-21,SEA,TEX,9,7,2018
2018-04-21,MIN,TBA,1,10,2018
2018-04-21,BOS,OAK,0,3,2018
2018-04-21,TOR,NYA,1,9,2018
2018-04-21,KCA,DET,4,12,2018
2018-04-21,HOU,CHA,10,1,2018
2018-04-21,CLE,BAL,4,0,2018
2018-04-21,CIN,SLN,3,4,2018
2018-04-21,PIT,PHI,2,6,2018
2018-04-21,MIA,MIL,5,6,2018
2018-04-21,WAS,LAN,0,4,2018
2018-04-21,CHN,COL,2,5,2018
2018-04-21,NYN,ATL,3,4,2018
2018-04-21,SDN,ARI,2,6,2018
2018-04-21,SFN,ANA,3,4,2018
2018-04-22,HOU,CHA,7,1,2018
2018-04-22,SEA,TEX,4,7,2018
2018-04-22,MIN,TBA,6,8,2018
2018-04-22,BOS,OAK,1,4,2018
2018-04-22,TOR,NYA,1,5,2018
2018-04-22,CLE,BAL,7,3,2018
2018-04-22,KCA,DET,8,5,2018
2018-04-22,CIN,SLN,2,9,2018
2018-04-22,PIT,PHI,2,3,2018
2018-04-22,SFN,ANA,4,2,2018
2018-04-22,MIA,MIL,2,4,2018
2018-04-22,WAS,LAN,3,4,2018
2018-04-22,CHN,COL,9,7,2018
2018-04-22,SDN,ARI,2,4,2018
2018-04-23,OAK,TEX,9,4,2018
2018-04-23,MIN,NYA,1,14,2018
2018-04-23,ANA,HOU,2,0,2018
2018-04-23,SEA,CHA,4,10,2018
2018-04-23,WAS,SFN,2,4,2018
2018-04-23,MIA,LAN,1,2,2018
2018-04-23,SDN,COL,13,5,2018
2018-04-23,ATL,CIN,4,10,2018
2018-04-23,CLE,BAL,2,1,2018
2018-04-24,ANA,HOU,8,7,2018
2018-04-24,OAK,TEX,3,2,2018
2018-04-24,BOS,TOR,3,4,2018
2018-04-24,MIN,NYA,3,8,2018
2018-04-24,MIL,KCA,5,2,2018
2018-04-24,CHN,CLE,10,3,2018
2018-04-24,SDN,COL,0,8,2018
2018-04-24,NYN,SLN,6,5,2018
2018-04-24,WAS,SFN,3,4,2018
2018-04-24,ARI,PHI,8,4,2018
2018-04-24,MIA,LAN,3,2,2018
2018-04-24,ATL,CIN,7,9,2018
2018-04-24,SEA,CHA,1,0,2018
2018-04-25,CHN,CLE,1,4,2018
2018-04-25,BOS,TOR,4,3,2018
2018-04-25,OAK,TEX,2,4,2018
2018-04-25,MIN,NYA,4,7,2018
2018-04-25,MIL,KCA,6,2,2018
2018-04-25,ANA,HOU,2,5,2018
2018-04-25,TBA,BAL,8,4,2018
2018-04-25,SEA,CHA,4,3,2018
2018-04-25,WAS,SFN,15,2,2018
2018-04-25,NYN,SLN,1,9,2018
2018-04-25,DET,PIT,3,8,2018
2018-04-25,DET,PIT,13,10,2018
2018-04-25,ARI,PHI,3,5,2018
2018-04-25,MIA,LAN,8,6,2018
2018-04-25,SDN,COL,2,5,2018
2018-04-25,ATL,CIN,5,4,2018
2018-04-26,BOS,TOR,5,4,2018
2018-04-26,MIN,NYA,3,4,2018
2018-04-26,CHA,KCA,6,3,2018
2018-04-26,SEA,CLE,5,4,2018
2018-04-26,TBA,BAL,9,5,2018
2018-04-26,NYN,SLN,3,4,2018
2018-04-26,DET,PIT,0,1,2018
2018-04-26,ARI,PHI,8,2,2018
2018-04-26,ATL,CIN,7,4,2018
2018-04-26,MIL,CHN,0,1,2018
2018-04-27,TEX,TOR,6,4,2018
2018-04-27,CIN,MIN,15,9,2018
2018-04-27,CHA,KCA,7,4,2018
2018-04-27,OAK,HOU,8,1,2018
2018-04-27,SEA,CLE,5,6,2018
2018-04-27,TBA,BOS,4,3,2018
2018-04-27,DET,BAL,0,6,2018
2018-04-27,ATL,PHI,3,7,2018
2018-04-27,ARI,WAS,5,4,2018
2018-04-27,LAN,SFN,4,6,2018
2018-04-27,NYN,SDN,5,1,2018
2018-04-27,SLN,PIT,5,6,2018
2018-04-27,COL,MIA,1,0,2018
2018-04-27,MIL,CHN,2,3,2018
2018-04-27,NYA,ANA,4,3,2018
2018-04-28,TBA,BOS,12,6,2018
2018-04-28,CIN,MIN,1,3,2018
2018-04-28,TEX,TOR,7,4,2018
2018-04-28,CHA,KCA,2,5,2018
2018-04-28,CHA,KCA,8,0,2018
2018-04-28,OAK,HOU,0,11,2018
2018-04-28,SEA,CLE,12,4,2018
2018-04-28,DET,BAL,9,5,2018
2018-04-28,COL,MIA,1,4,2018
2018-04-28,ARI,WAS,4,3,2018
2018-04-28,LAN,SFN,3,8,2018
2018-04-28,LAN,SFN,15,6,2018
2018-04-28,NYN,SDN,2,12,2018
2018-04-28,SLN,PIT,2,6,2018
2018-04-28,ATL,PHI,4,1,2018
2018-04-28,MIL,CHN,0,3,2018
2018-04-28,NYA,ANA,11,1,2018
2018-04-29,TEX,TOR,2,7,2018
2018-04-29,CIN,MIN,8,2,2018
2018-04-29,CHA,KCA,4,5,2018
2018-04-29,OAK,HOU,4,8,2018
2018-04-29,SEA,CLE,10,4,2018
2018-04-29,TBA,BOS,3,4,2018
2018-04-29,DET,BAL,3,5,2018
2018-04-29,LAN,SFN,2,4,2018
2018-04-29,ARI,WAS,1,3,2018
2018-04-29,NYN,SDN,14,2,2018
2018-04-29,SLN,PIT,0,5,2018
2018-04-29,ATL,PHI,10,1,2018
2018-04-29,COL,MIA,0,3,2018
2018-04-29,MIL,CHN,0,2,2018
2018-04-29,NYA,ANA,2,1,2018
2018-04-30,KCA,BOS,6,10,2018
2018-04-30,NYA,HOU,1,2,2018
2018-04-30,TOR,MIN,7,5,2018
2018-04-30,TEX,CLE,5,7,2018
2018-04-30,PIT,WAS,2,3,2018
2018-04-30,TBA,DET,3,2,2018
2018-04-30,PHI,MIA,4,8,2018
2018-04-30,MIL,CIN,6,5,2018
2018-04-30,COL,CHN,2,3,2018
2018-04-30,LAN,ARI,5,8,2018
2018-04-30,SDN,SFN,5,6,2018
2018-05-01,OAK,SEA,3,6,2018
2018-05-01,TOR,MIN,7,4,2018
2018-05-01,NYA,HOU,4,0,2018
2018-05-01,TBA,DET,1,2,2018
2018-05-01,TEX,CLE,8,6,2018
2018-05-01,KCA,BOS,7,6,2018
2018-05-01,PIT,WAS,4,12,2018
2018-05-01,BAL,ANA,2,3,2018
2018-05-01,SDN,SFN,3,2,2018
2018-05-01,ATL,NYN,3,2,2018
2018-05-01,PHI,MIA,1,2,2018
2018-05-01,MIL,CIN,7,6,2018
2018-05-01,COL,CHN,3,1,2018
2018-05-01,LAN,ARI,3,4,2018
2018-05-01,CHA,SLN,2,3,2018
2018-05-02,BAL,ANA,7,10,2018
2018-05-02,OAK,SEA,3,2,2018
2018-05-02,NYA,HOU,4,0,2018
2018-05-02,TBA,DET,2,3,2018
2018-05-02,TEX,CLE,4,12,2018
2018-05-02,KCA,BOS,4,5,2018
2018-05-02,PIT,WAS,3,9,2018
2018-05-02,TOR,MIN,0,4,2018
2018-05-02,SDN,SFN,4,9,2018
2018-05-02,ATL,NYN,7,0,2018
2018-05-02,PHI,MIA,6,0,2018
2018-05-02,MIL,CIN,3,1,2018
2018-05-02,COL,CHN,11,2,2018
2018-05-02,CHA,SLN,2,3,2018
2018-05-02,LAN,ARI,2,1,2018
2018-05-03,BOS,TEX,5,11,2018
2018-05-03,OAK,SEA,1,4,2018
2018-05-03,DET,KCA,6,10,2018
2018-05-03,NYA,HOU,6,5,2018
2018-05-03,TOR,CLE,4,13,2018
2018-05-03,TOR,CLE,13,11,2018
2018-05-03,MIN,CHA,5,6,2018
2018-05-03,BAL,ANA,3,12,2018
2018-05-03,PIT,WAS,1,3,2018
2018-05-03,ATL,NYN,11,0,2018
2018-05-03,LAN,ARI,5,2,2018
2018-05-04,TOR,TBA,2,6,2018
2018-05-04,BOS,TEX,5,1,2018
2018-05-04,ANA,SEA,5,0,2018
2018-05-04,BAL,OAK,4,6,2018
2018-05-04,CLE,NYA,6,7,2018
2018-05-04,DET,KCA,2,4,2018
2018-05-04,MIN,CHA,6,4,2018
2018-05-04,SFN,ATL,9,4,2018
2018-05-04,CHN,SLN,2,3,2018
2018-05-04,LAN,SDN,4,0,2018
2018-05-04,COL,NYN,8,7,2018
2018-05-04,PIT,MIL,6,4,2018
2018-05-04,MIA,CIN,1,4,2018
2018-05-04,HOU,ARI,8,0,2018
2018-05-04,PHI,WAS,3,7,2018
2018-05-05,MIN,CHA,8,4,2018
2018-05-05,TOR,TBA,3,5,2018
2018-05-05,ANA,SEA,8,9,2018
2018-05-05,BAL,OAK,0,2,2018
2018-05-05,BOS,TEX,6,5,2018
2018-05-05,DET,KCA,3,2,2018
2018-05-05,PHI,WAS,3,1,2018
2018-05-05,CLE,NYA,2,5,2018
2018-05-05,LAN,SDN,4,7,2018
2018-05-05,HOU,ARI,3,4,2018
2018-05-05,SFN,ATL,11,2,2018
2018-05-05,CHN,SLN,6,8,2018
2018-05-05,PIT,MIL,3,5,2018
2018-05-05,COL,NYN,2,0,2018
2018-05-05,MIA,CIN,6,0,2018
2018-05-06,BOS,TEX,6,1,2018
2018-05-06,TOR,TBA,2,1,2018
2018-05-06,BAL,OAK,1,2,2018
2018-05-06,DET,KCA,2,4,2018
2018-05-06,MIN,CHA,5,3,2018
2018-05-06,PHI,WAS,4,5,2018
2018-05-06,ANA,SEA,8,2,2018
2018-05-06,LAN,SDN,0,3,2018
2018-05-06,CHN,SLN,3,4,2018
2018-05-06,HOU,ARI,1,3,2018
2018-05-06,SFN,ATL,4,3,2018
2018-05-06,CLE,NYA,4,7,2018
2018-05-06,PIT,MIL,9,0,2018
2018-05-06,MIA,CIN,8,5,2018
2018-05-06,COL,NYN,3,2,2018
2018-05-07,HOU,OAK,16,2,2018
2018-05-07,DET,TEX,6,7,2018
2018-05-07,MIN,SLN,6,0,2018
2018-05-07,SFN,PHI,0,11,2018
2018-05-07,NYN,CIN,7,6,2018
2018-05-07,MIA,CHN,2,14,2018
2018-05-07,WAS,SDN,8,5,2018
2018-05-08,SEA,TOR,5,0,2018
2018-05-08,DET,TEX,7,4,2018
2018-05-08,ATL,TBA,1,0,2018
2018-05-08,HOU,OAK,4,2,2018
2018-05-08,BOS,NYA,2,3,2018
2018-05-08,PIT,CHA,10,6,2018
2018-05-08,KCA,BAL,15,7,2018
2018-05-08,MIN,SLN,7,1,2018
2018-05-08,SFN,PHI,2,4,2018
2018-05-08,CLE,MIL,2,3,2018
2018-05-08,ARI,LAN,8,5,2018
2018-05-08,ANA,COL,2,4,2018
2018-05-08,NYN,CIN,2,7,2018
2018-05-08,MIA,CHN,3,4,2018
2018-05-08,WAS,SDN,4,0,2018
2018-05-09,SEA,TOR,2,5,2018
2018-05-09,DET,TEX,4,5,2018
2018-05-09,HOU,OAK,4,1,2018
2018-05-09,BOS,NYA,6,9,2018
2018-05-09,PIT,CHA,6,5,2018
2018-05-09,KCA,BAL,3,5,2018
2018-05-09,ATL,TBA,5,2,2018
2018-05-09,SFN,PHI,3,11,2018
2018-05-09,CLE,MIL,6,2,2018
2018-05-09,ARI,LAN,3,6,2018
2018-05-09,ANA,COL,8,0,2018
2018-05-09,NYN,CIN,1,2,2018
2018-05-09,MIA,CHN,4,13,2018
2018-05-09,WAS,SDN,1,2,2018
2018-05-10,SEA,TOR,9,3,2018
2018-05-10,BOS,NYA,5,4,2018
2018-05-10,KCA,BAL,6,11,2018
2018-05-10,MIN,ANA,4,7,2018
2018-05-10,SLN,SDN,2,1,2018
2018-05-10,SFN,PHI,3,6,2018
2018-05-10,CIN,LAN,4,1,2018
2018-05-10,MIL,COL,5,2,2018
2018-05-10,WAS,ARI,2,1,2018
2018-05-10,ATL,MIA,9,2,2018
2018-05-11,TBA,BAL,4,9,2018
2018-05-11,BOS,TOR,3,5,2018
2018-05-11,OAK,NYA,10,5,2018
2018-05-11,TEX,HOU,1,0,2018
2018-05-11,KCA,CLE,10,9,2018
2018-05-11,MIN,ANA,5,4,2018
2018-05-11,SLN,SDN,9,5,2018
2018-05-11,SFN,PIT,2,11,2018
2018-05-11,NYN,PHI,3,1,2018
2018-05-11,ATL,MIA,3,6,2018
2018-05-11,CIN,LAN,6,2,2018
2018-05-11,MIL,COL,11,10,2018
2018-05-11,CHA,CHN,2,11,2018
2018-05-11,WAS,ARI,3,1,2018
2018-05-12,BOS,TOR,5,2,2018
2018-05-12,OAK,NYA,6,7,2018
2018-05-12,TEX,HOU,1,6,2018
2018-05-12,SEA,DET,9,5,2018
2018-05-12,SEA,DET,3,4,2018
2018-05-12,KCA,CLE,2,6,2018
2018-05-12,TBA,BAL,10,3,2018
2018-05-12,TBA,BAL,3,6,2018
2018-05-12,MIN,ANA,5,3,2018
2018-05-12,SLN,SDN,1,2,2018
2018-05-12,SFN,PIT,5,6,2018
2018-05-12,ATL,MIA,10,5,2018
2018-05-12,CIN,LAN,5,3,2018
2018-05-12,MIL,COL,0,4,2018
2018-05-12,CHA,CHN,4,8,2018
2018-05-12,WAS,ARI,2,1,2018
2018-05-13,BOS,TOR,5,3,2018
2018-05-13,OAK,NYA,2,6,2018
2018-05-13,TEX,HOU,1,6,2018
2018-05-13,SEA,DET,4,5,2018
2018-05-13,TBA,BAL,1,17,2018
2018-05-13,SLN,SDN,3,5,2018
2018-05-13,KCA,CLE,2,11,2018
2018-05-13,NYN,PHI,2,4,2018
2018-05-13,SFN,PIT,5,0,2018
2018-05-13,WAS,ARI,6,4,2018
2018-05-13,CHA,CHN,5,3,2018
2018-05-13,MIL,COL,7,3,2018
2018-05-13,MIN,ANA,1,2,2018
2018-05-13,ATL,MIA,4,3,2018
2018-05-13,CIN,LAN,5,3,2018
2018-05-14,SEA,MIN,1,0,2018
2018-05-14,TBA,KCA,2,1,2018
2018-05-14,OAK,BOS,6,5,2018
2018-05-14,HOU,ANA,1,2,2018
2018-05-14,CLE,DET,3,6,2018
2018-05-14,COL,SDN,6,4,2018
2018-05-14,ATL,CHN,6,5,2018
2018-05-14,MIL,ARI,7,2,2018
2018-05-14,CIN,SFN,7,10,2018
2018-05-15,HOU,ANA,5,3,2018
2018-05-15,TEX,SEA,8,9,2018
2018-05-15,SLN,MIN,1,4,2018
2018-05-15,TBA,KCA,6,5,2018
2018-05-15,CLE,DET,8,9,2018
2018-05-15,OAK,BOS,5,3,2018
2018-05-15,NYA,WAS,3,5,2018
2018-05-15,LAN,MIA,2,4,2018
2018-05-15,COL,SDN,0,4,2018
2018-05-15,CHA,PIT,0,7,2018
2018-05-15,TOR,NYN,2,12,2018
2018-05-15,CHN,ATL,3,2,2018
2018-05-15,MIL,ARI,1,2,2018
2018-05-15,CIN,SFN,3,5,2018
2018-05-16,TBA,KCA,5,3,2018
2018-05-16,CLE,DET,6,0,2018
2018-05-16,SLN,MIN,7,5,2018
2018-05-16,OAK,BOS,4,6,2018
2018-05-16,TEX,SEA,5,1,2018
2018-05-16,PHI,BAL,4,1,2018
2018-05-16,CIN,SFN,6,3,2018
2018-05-16,HOU,ANA,2,0,2018
2018-05-16,CHA,PIT,2,3,2018
2018-05-16,TOR,NYN,12,1,2018
2018-05-16,LAN,MIA,5,6,2018
2018-05-16,CHN,ATL,1,4,2018
2018-05-16,MIL,ARI,8,2,2018
2018-05-17,OAK,TOR,10,5,2018
2018-05-17,DET,SEA,3,2,2018
2018-05-17,TEX,CHA,2,4,2018
2018-05-17,BAL,BOS,2,6,2018
2018-05-17,TBA,ANA,7,1,2018
2018-05-17,PHI,SLN,6,2,2018
2018-05-17,COL,SFN,5,3,2018
